"hospital_name","city","state","county_name","hospital_type","hospital_ownership","emergency_services","beds","trauma","mortality_national_comparison","rating"
"GRADY MEMORIAL HOSPITAL","ATLANTA","GA","FULTON","Acute Care Hospitals","Voluntary non-profit - Other","True",75,"LEVEL III","Same as the National average","1.0"
"GRADY MEMORIAL HOSPITAL","ATLANTA","GA","FULTON","Acute Care Hospitals","Voluntary non-profit - Other","True",953,"LEVEL I","Same as the National average","1.0"
"GRADY MEMORIAL HOSPITAL","ATLANTA","GA","FULTON","Acute Care Hospitals","Voluntary non-profit - Other","True",152,"NOT AVAILABLE","Same as the National average","1.0"
"CARTERSVILLE MEDICAL CENTER","CARTERSVILLE","GA","BARTOW","Acute Care Hospitals","Voluntary non-profit - Private","True",119,"LEVEL III","Same as the National average","4.0"
"MENORAH MEDICAL CENTER","OVERLAND PARK","KS","JOHNSON","Acute Care Hospitals","Voluntary non-profit - Other","True",158,"NOT AVAILABLE","Same as the National average","3.0"
"CHATUGE REGIONAL HOSPITAL","HIAWASSEE","GA","TOWNS","Critical Access Hospitals","Government - Hospital District or Authority","True",25,"NOT AVAILABLE","Same as the National average","4.0"
"PIKEVILLE MEDICAL CENTER","PIKEVILLE","KY","PIKE","Acute Care Hospitals","Voluntary non-profit - Private","True",340,"LEVEL II","Same as the National average","2.0"
"HOLYOKE MEDICAL CENTER","HOLYOKE","MA","HAMPDEN","Acute Care Hospitals","Voluntary non-profit - Private","True",198,"NOT AVAILABLE","Same as the National average","2.0"
"HOLY FAMILY HOSPITAL","METHUEN","MA","ESSEX","Acute Care Hospitals","Proprietary","True",223,"NOT AVAILABLE","Above the National average","3.0"
"NEW ENGLAND BAPTIST HOSPITAL","BOSTON","MA","SUFFOLK","Acute Care Hospitals","Voluntary non-profit - Private","False",118,"NOT AVAILABLE","Same as the National average","5.0"
"YORK HOSPITAL","YORK","ME","YORK","Acute Care Hospitals","Voluntary non-profit - Private","True",572,"LEVEL I","Same as the National average","4.0"
"YORK HOSPITAL","YORK","ME","YORK","Acute Care Hospitals","Voluntary non-profit - Private","True",79,"NOT AVAILABLE","Same as the National average","4.0"
"BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM","NEEDHAM","MA","NORFOLK","Acute Care Hospitals","Voluntary non-profit - Private","True",58,"NOT AVAILABLE","Same as the National average","3.0"
"UNIVERSITY MEDICAL CENTER NEW ORLEANS","NEW ORLEANS","LA","ORLEANS","Acute Care Hospitals","Voluntary non-profit - Private","True",446,"LEVEL I","Same as the National average","2.0"
"SLIDELL MEMORIAL HOSPITAL","SLIDELL","LA","SAINT TAMMANY","Acute Care Hospitals","Government - Hospital District or Authority","True",170,"NOT AVAILABLE","Same as the National average","3.0"
"FAIRVIEW PARK HOSPITAL","DUBLIN","GA","LAURENS","Acute Care Hospitals","Proprietary","True",190,"LEVEL III","Same as the National average","4.0"
"BONNER GENERAL HOSPITAL","SANDPOINT","ID","BONNER","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Same as the National average","3.0"
"MERCY HOSPITAL","IOWA CITY","IA","JOHNSON","Acute Care Hospitals","Voluntary non-profit - Church","True",21,"NOT AVAILABLE","Above the National average","5.0"
"MERCY HOSPITAL","IOWA CITY","IA","JOHNSON","Acute Care Hospitals","Voluntary non-profit - Church","True",438,"NOT AVAILABLE","Above the National average","5.0"
"MERCY HOSPITAL","IOWA CITY","IA","JOHNSON","Acute Care Hospitals","Voluntary non-profit - Church","True",271,"LEVEL II","Above the National average","5.0"
"MERCY HOSPITAL","IOWA CITY","IA","JOHNSON","Acute Care Hospitals","Voluntary non-profit - Church","True",234,"LEVEL III","Above the National average","5.0"
"MERCY HOSPITAL","IOWA CITY","IA","JOHNSON","Acute Care Hospitals","Voluntary non-profit - Church","True",488,"NOT AVAILABLE","Above the National average","5.0"
"KANSAS HEART HOSPITAL","WICHITA","KS","SEDGWICK","Acute Care Hospitals","Proprietary","False",54,"NOT AVAILABLE","Above the National average","5.0"
"DODGE COUNTY HOSPITAL","EASTMAN","GA","DODGE","Acute Care Hospitals","Government - Hospital District or Authority","True",94,"NOT AVAILABLE","Same as the National average","3.0"
"CEDAR PARK REGIONAL MEDICAL CENTER","CEDAR PARK","TX","WILLIAMSON","Acute Care Hospitals","Proprietary","True",77,"LEVEL IV","Same as the National average","3.0"
"THE MEDICAL CENTER AT FRANKLIN","FRANKLIN","KY","SIMPSON","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Same as the National average","4.0"
"ELLSWORTH COUNTY MEDICAL CENTER","ELLSWORTH","KS","ELLSWORTH","Critical Access Hospitals","Government - Local","True",25,"NOT AVAILABLE","Same as the National average","4.0"
"SAINT LUKE'S SOUTH HOSPITAL","OVERLAND PARK","KS","JOHNSON","Acute Care Hospitals","Voluntary non-profit - Other","True",110,"NOT AVAILABLE","Same as the National average","4.0"
"ST VINCENT WILLIAMSPORT HOSPITAL INC","WILLIAMSPORT","IN","WARREN","Critical Access Hospitals","Voluntary non-profit - Church","True",16,"NOT AVAILABLE","Same as the National average","3.0"
"MERCY HOSPITAL AND MEDICAL CENTER","CHICAGO","IL","COOK","Acute Care Hospitals","Voluntary non-profit - Private","True",421,"NOT AVAILABLE","Above the National average","2.0"
"PHELPS MEMORIAL HEALTH CENTER","HOLDREGE","NE","PHELPS","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL IV","Same as the National average","4.0"
"ILLINOIS VALLEY COMMUNITY HOSPITAL","PERU","IL","LA SALLE","Acute Care Hospitals","Voluntary non-profit - Private","True",56,"NOT AVAILABLE","Same as the National average","4.0"
"SPECIALISTS HOSPITAL SHREVEPORT","SHREVEPORT","LA","CADDO","Acute Care Hospitals","Physician","False",15,"NOT AVAILABLE","Not Available","5.0"
"ATCHISON HOSPITAL","ATCHISON","KS","ATCHISON","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Same as the National average","3.0"
"MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS","BELOIT","KS","MITCHELL","Critical Access Hospitals","Government - Local","True",75,"LEVEL IV","Same as the National average","3.0"
"RICHLAND MEMORIAL HOSPITAL","OLNEY","IL","RICHLAND","Acute Care Hospitals","Voluntary non-profit - Private","True",90,"NOT AVAILABLE","Same as the National average","3.0"
"MIDMICHIGAN MEDICAL CENTER-MIDLAND","MIDLAND","MI","MIDLAND","Acute Care Hospitals","Voluntary non-profit - Other","True",308,"LEVEL II","Same as the National average","4.0"
"SAINT JOSEPH MOUNT STERLING","MOUNT STERLING","KY","MONTGOMERY","Acute Care Hospitals","Voluntary non-profit - Private","True",42,"NOT AVAILABLE","Same as the National average","3.0"
"LAWRENCE MEMORIAL HOSPITAL","LAWRENCE","KS","DOUGLAS","Acute Care Hospitals","Government - Local","True",152,"LEVEL IV","Below the National average","3.0"
"LAWRENCE MEMORIAL HOSPITAL","LAWRENCE","KS","DOUGLAS","Acute Care Hospitals","Government - Local","True",25,"NOT AVAILABLE","Below the National average","3.0"
"PROMEDICA BIXBY HOSPITAL","ADRIAN","MI","LENAWEE","Acute Care Hospitals","Voluntary non-profit - Private","True",88,"NOT AVAILABLE","Same as the National average","3.0"
"MEADOWVIEW REGIONAL MEDICAL CENTER","MAYSVILLE","KY","MASON","Acute Care Hospitals","Proprietary","True",100,"NOT AVAILABLE","Same as the National average","3.0"
"WEST CARROLL MEMORIAL HOSPITAL","OAK GROVE","LA","WEST CARROLL","Acute Care Hospitals","Proprietary","True",21,"NOT AVAILABLE","Same as the National average","3.0"
"TAYLOR REGIONAL HOSPITAL","HAWKINSVILLE","GA","PULASKI","Acute Care Hospitals","Voluntary non-profit - Private","True",49,"LEVEL III","Same as the National average","3.0"
"TAYLOR REGIONAL HOSPITAL","HAWKINSVILLE","GA","PULASKI","Acute Care Hospitals","Voluntary non-profit - Private","True",90,"LEVEL III","Same as the National average","3.0"
"CENTRAL DUPAGE HOSPITAL","WINFIELD","IL","DUPAGE","Acute Care Hospitals","Voluntary non-profit - Private","True",344,"LEVEL II","Same as the National average","3.0"
"GRITMAN MEDICAL CENTER","MOSCOW","ID","LATAH","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Same as the National average","4.0"
"GRAHAM HOSPITAL ASSOCIATION","CANTON","IL","FULTON","Acute Care Hospitals","Voluntary non-profit - Other","True",93,"NOT AVAILABLE","Same as the National average","3.0"
"NEOSHO MEMORIAL REGIONAL MEDICAL CENTER","CHANUTE","KS","NEOSHO","Critical Access Hospitals","Government - Local","True",25,"LEVEL IV","Same as the National average","3.0"
"SKIFF MEDICAL CENTER","NEWTON","IA","JASPER","Acute Care Hospitals","Government - Local","True",68,"LEVEL IV","Below the National average","3.0"
"HILO MEDICAL CENTER","HILO","HI","HAWAII","Acute Care Hospitals","Government - State","True",276,"NOT AVAILABLE","Same as the National average","4.0"
"DELNOR COMMUNITY HOSPITAL","GENEVA","IL","KANE","Acute Care Hospitals","Voluntary non-profit - Other","True",159,"LEVEL II","Same as the National average","4.0"
"CASEY COUNTY HOSPITAL","LIBERTY","KY","CASEY","Critical Access Hospitals","Government - Hospital District or Authority","True",24,"NOT AVAILABLE","Same as the National average","4.0"
"BRECKINRIDGE MEMORIAL HOSPITAL","HARDINSBURG","KY","BRECKINRIDGE","Critical Access Hospitals","Government - Local","True",25,"NOT AVAILABLE","Same as the National average","3.0"
"ANDERSON HOSPITAL","MARYVILLE","IL","MADISON","Acute Care Hospitals","Voluntary non-profit - Private","True",154,"NOT AVAILABLE","Same as the National average","3.0"
"PEKIN MEMORIAL HOSPITAL","PEKIN","IL","TAZEWELL","Acute Care Hospitals","Voluntary non-profit - Private","True",125,"NOT AVAILABLE","Same as the National average","3.0"
"BLESSING HOSPITAL","QUINCY","IL","ADAMS","Acute Care Hospitals","Voluntary non-profit - Private","True",-999,"NOT AVAILABLE","Below the National average","3.0"
"BLESSING HOSPITAL","QUINCY","IL","ADAMS","Acute Care Hospitals","Voluntary non-profit - Private","True",335,"LEVEL II","Below the National average","3.0"
"SWEDISH COVENANT HOSPITAL","CHICAGO","IL","COOK","Acute Care Hospitals","Voluntary non-profit - Church","True",279,"NOT AVAILABLE","Above the National average","3.0"
"THOREK MEMORIAL HOSPITAL","CHICAGO","IL","COOK","Acute Care Hospitals","Voluntary non-profit - Private","True",134,"NOT AVAILABLE","Same as the National average","2.0"
"CRAWFORD MEMORIAL HOSPITAL","ROBINSON","IL","CRAWFORD","Critical Access Hospitals","Government - Hospital District or Authority","True",63,"NOT AVAILABLE","Same as the National average","3.0"
"CANDLER HOSPITAL","SAVANNAH","GA","CHATHAM","Acute Care Hospitals","Voluntary non-profit - Other","True",320,"NOT AVAILABLE","Same as the National average","3.0"
"ST VINCENT KOKOMO","KOKOMO","IN","HOWARD","Acute Care Hospitals","Voluntary non-profit - Church","True",138,"NOT AVAILABLE","Same as the National average","4.0"
"PINNACLE HOSPITAL","CROWN POINT","IN","LAKE","Acute Care Hospitals","Physician","False",18,"NOT AVAILABLE","Same as the National average","3.0"
"ST MARY MEDICAL CENTER INC","HOBART","IN","LAKE","Acute Care Hospitals","Voluntary non-profit - Private","True",215,"NOT AVAILABLE","Above the National average","4.0"
"PEACEHEALTH SOUTHWEST MEDICAL CENTER","VANCOUVER","WA","CLARK","Acute Care Hospitals","Voluntary non-profit - Private","True",360,"LEVEL II, LEVEL II REHAB","Below the National average","2.0"
"OSF HOLY FAMILY MEDICAL CENTER","MONMOUTH","IL","WARREN","Critical Access Hospitals","Voluntary non-profit - Private","True",23,"NOT AVAILABLE","Same as the National average","4.0"
"ATHOL MEMORIAL HOSPITAL","ATHOL","MA","WORCESTER","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Same as the National average","3.0"
"JACKSON PARK HOSPITAL","CHICAGO","IL","COOK","Acute Care Hospitals","Voluntary non-profit - Private","True",260,"NOT AVAILABLE","Same as the National average","1.0"
"HEYWOOD HOSPITAL","GARDNER","MA","WORCESTER","Acute Care Hospitals","Voluntary non-profit - Private","True",134,"NOT AVAILABLE","Same as the National average","3.0"
"SPRINGHILL MEDICAL CENTER","SPRINGHILL","LA","WEBSTER","Acute Care Hospitals","Voluntary non-profit - Private","True",35,"NOT AVAILABLE","Same as the National average","4.0"
"MONTGOMERY COUNTY MEMORIAL HOSPITAL","RED OAK","IA","MONTGOMERY","Critical Access Hospitals","Government - Local","True",25,"LEVEL IV","Same as the National average","3.0"
"MAUI MEMORIAL MEDICAL CENTER","WAILUKU","HI","MAUI","Acute Care Hospitals","Government - State","True",213,"NOT AVAILABLE","Same as the National average","3.0"
"BINGHAM MEMORIAL HOSPITAL","BLACKFOOT","ID","BINGHAM","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Same as the National average","4.0"
"ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","OAK LAWN","IL","COOK","Acute Care Hospitals","Voluntary non-profit - Church","True",684,"LEVEL I","Above the National average","3.0"
"ST MARY'S MEDICAL CENTER","EVANSVILLE","IN","VANDERBURGH","Acute Care Hospitals","Voluntary non-profit - Private","True",460,"LEVEL I","Same as the National average","3.0"
"ST MARY'S MEDICAL CENTER","EVANSVILLE","IN","VANDERBURGH","Acute Care Hospitals","Voluntary non-profit - Private","True",393,"LEVEL II","Same as the National average","3.0"
"WESLEY MEDICAL CENTER","WICHITA","KS","SEDGWICK","Acute Care Hospitals","Proprietary","True",595,"LEVEL I","Same as the National average","4.0"
"PASSAVANT AREA HOSPITAL","JACKSONVILLE","IL","MORGAN","Acute Care Hospitals","Voluntary non-profit - Private","True",108,"NOT AVAILABLE","Below the National average","3.0"
"NORTHWEST SPECIALTY HOSPITAL","POST FALLS","ID","KOOTENAI","Acute Care Hospitals","Proprietary","False",34,"NOT AVAILABLE","Not Available","4.0"
"SANFORD SHELDON MEDICAL CENTER","SHELDON","IA","OBRIEN","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL IV","Same as the National average","3.0"
"MEMORIAL HOSPITAL","CARTHAGE","IL","HANCOCK","Critical Access Hospitals","Voluntary non-profit - Private","True",112,"NOT AVAILABLE","Same as the National average","4.0"
"MEMORIAL HOSPITAL","CARTHAGE","IL","HANCOCK","Critical Access Hospitals","Voluntary non-profit - Private","True",14,"NOT AVAILABLE","Same as the National average","4.0"
"MEMORIAL HOSPITAL","CARTHAGE","IL","HANCOCK","Critical Access Hospitals","Voluntary non-profit - Private","True",24,"NOT AVAILABLE","Same as the National average","4.0"
"MEMORIAL HOSPITAL","CARTHAGE","IL","HANCOCK","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Same as the National average","4.0"
"MEMORIAL HOSPITAL","CARTHAGE","IL","HANCOCK","Critical Access Hospitals","Voluntary non-profit - Private","True",345,"NOT AVAILABLE","Same as the National average","4.0"
"MEMORIAL HOSPITAL","CARTHAGE","IL","HANCOCK","Critical Access Hospitals","Voluntary non-profit - Private","True",67,"LEVEL IV","Same as the National average","4.0"
"MEMORIAL HOSPITAL","CARTHAGE","IL","HANCOCK","Critical Access Hospitals","Voluntary non-profit - Private","True",83,"NOT AVAILABLE","Same as the National average","4.0"
"MEMORIAL HOSPITAL","CARTHAGE","IL","HANCOCK","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL IV","Same as the National average","4.0"
"MEMORIAL HOSPITAL","CARTHAGE","IL","HANCOCK","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL IV","Same as the National average","4.0"
"MEMORIAL HOSPITAL","CARTHAGE","IL","HANCOCK","Critical Access Hospitals","Voluntary non-profit - Private","True",34,"NOT AVAILABLE","Same as the National average","4.0"
"MEMORIAL HOSPITAL","CARTHAGE","IL","HANCOCK","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Same as the National average","4.0"
"JEFFERSON HOSPITAL","LOUISVILLE","GA","JEFFERSON","Acute Care Hospitals","Government - Hospital District or Authority","True",37,"NOT AVAILABLE","Same as the National average","3.0"
"WHITESBURG ARH HOSPITAL","WHITESBURG","KY","LETCHER","Acute Care Hospitals","Voluntary non-profit - Other","True",90,"LEVEL IV","Same as the National average","3.0"
"OVERLAND PARK REG MED CTR","OVERLAND PARK","KS","JOHNSON","Acute Care Hospitals","Proprietary","True",276,"LEVEL II","Same as the National average","4.0"
"KOOTENAI HEALTH","COEUR D'ALENE","ID","KOOTENAI","Acute Care Hospitals","Government - Hospital District or Authority","True",292,"LEVEL III","Below the National average","3.0"
"SOUTH GEORGIA MEDICAL CENTER","VALDOSTA","GA","LOWNDES","Acute Care Hospitals","Government - Hospital District or Authority","True",330,"NOT AVAILABLE","Below the National average","3.0"
"MEMORIAL HOSPITAL","BELLEVILLE","IL","SAINT CLAIR","Acute Care Hospitals","Voluntary non-profit - Private","True",112,"NOT AVAILABLE","Above the National average","4.0"
"MEMORIAL HOSPITAL","BELLEVILLE","IL","SAINT CLAIR","Acute Care Hospitals","Voluntary non-profit - Private","True",14,"NOT AVAILABLE","Above the National average","4.0"
"MEMORIAL HOSPITAL","BELLEVILLE","IL","SAINT CLAIR","Acute Care Hospitals","Voluntary non-profit - Private","True",24,"NOT AVAILABLE","Above the National average","4.0"
"MEMORIAL HOSPITAL","BELLEVILLE","IL","SAINT CLAIR","Acute Care Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Above the National average","4.0"
"MEMORIAL HOSPITAL","BELLEVILLE","IL","SAINT CLAIR","Acute Care Hospitals","Voluntary non-profit - Private","True",345,"NOT AVAILABLE","Above the National average","4.0"
"MEMORIAL HOSPITAL","BELLEVILLE","IL","SAINT CLAIR","Acute Care Hospitals","Voluntary non-profit - Private","True",67,"LEVEL IV","Above the National average","4.0"
"MEMORIAL HOSPITAL","BELLEVILLE","IL","SAINT CLAIR","Acute Care Hospitals","Voluntary non-profit - Private","True",83,"NOT AVAILABLE","Above the National average","4.0"
"MEMORIAL HOSPITAL","BELLEVILLE","IL","SAINT CLAIR","Acute Care Hospitals","Voluntary non-profit - Private","True",25,"LEVEL IV","Above the National average","4.0"
